publication_uniqueID,articletype,count_authors,Publication Date,Category Normalized Citation Impact
Pub37789,Article,4,2009,1.0721
Pub55499,Article,5,1995,0.5371
Pub78671,Article,10,2009,1.0886
Pub83305,Article,4,1999,0.6722
Pub22912,Article,8,2012,1.6526
Pub90342,Article,4,2014,3.0287
Pub74338,Article,4,2011,1.6186
Pub60831,Article,6,2011,1.0417
Pub23854,Article,2,2000,0.5663
Pub94645,Article,5,2006,0.8653
Pub43774,Article,5,1999,0.4623
Pub64646,Review,3,2004,0.2811
Pub44282,Article,5,2008,0.8857
Pub28804,Article,4,1996,0.5027
Pub33316,Article,10,2010,1.1324
Pub84159,Article,6,2012,3.1898
Pub76550,Article,7,2003,1.0203
Pub72975,Article,11,2009,0.8915
Pub63795,Article,7,2014,3.3199
Pub38692,Article,5,2007,0.8452
Pub24074,Article,16,2015,5.3256
Pub95390,Article,4,1996,0.5794
Pub35082,Article,2,2001,0.7596
Pub49645,Article,5,2009,1.1531
Pub14057,Article,8,2010,0.7935
Pub76261,Article,5,2005,0.7454
Pub12699,Article,9,2011,1.2829
Pub00434,Article,6,2008,1.2709
Pub67910,Article,7,2014,2.9904
Pub61518,Article,11,2014,2.7686
Pub58874,Article,7,2012,1.5094
Pub03108,Article,4,2000,0.7158
Pub54336,Article,3,1998,0.8772
Pub87467,Article,3,2003,0.9073
Pub01861,Article,5,2000,0.5778
Pub07711,Article,3,2012,1.4591
Pub54144,Article,3,2001,0.5549
Pub20589,Article,3,2008,0.7578
Pub99148,Article,6,2013,2.2773
Pub82242,Article,6,1999,0.586
Pub67278,Article,7,1995,0.6827
Pub31667,Article,8,2010,2.214
Pub93899,Article,5,2009,1.538
Pub74773,Article,5,2001,0.5617
Pub91838,Review,2,2000,0.2699
Pub74735,Article,8,2013,1.3991
Pub77050,Article,7,2001,0.5099
Pub89920,Article,7,2004,0.6913
Pub14845,Article,8,2006,0.9118
Pub00659,Article,2,2000,0.5592
Pub37816,Review,2,2008,0.3344
Pub37520,Article,3,2003,0.5421
Pub60712,Article,4,2007,0.8582
Pub30329,Article,39,2016,10.0422
Pub21105,Article,4,2002,0.5368
Pub09661,Article,4,2007,1.4388
Pub33712,Article,8,2014,2.6014
Pub76920,Article,7,2009,0.9398
Pub61960,Article,3,2012,1.7178
Pub47546,Article,6,2005,0.7108
Pub05442,Article,6,2010,1.066
Pub00641,Review,3,1999,0.3757
Pub53753,Article,9,2014,2.4177
Pub10996,Article,8,2003,2.186
Pub82195,Article,5,2009,0.9737
Pub05996,Article,9,2014,3.4527
Pub48264,Article,5,1999,0.5653
Pub02980,Article,12,2014,3.3158
Pub18876,Article,2,2000,0.5839
Pub38657,Article,6,2013,2.8407
Pub94679,Article,4,2010,1.034
Pub85248,Review,2,2011,0.8407
Pub28502,Article,8,2015,4.3686
Pub62569,Review,2,2004,0.3413
Pub63772,Article,5,2001,0.6649
Pub40942,Article,5,2007,0.7157
Pub85021,Article,5,1999,0.5496
Pub79867,Article,6,2008,0.7187
Pub90545,Article,12,2007,0.9293
Pub93046,Article,4,2004,0.6245
Pub87686,Article,4,1995,0.6351
Pub41531,Article,6,2012,1.9216
Pub60068,Article,8,2006,0.8371
Pub97017,Article,5,2000,0.611
Pub71697,Article,7,2004,1.0275
Pub05057,Article,4,2002,0.8644
Pub82722,Article,4,2006,0.8375
Pub13571,Article,6,1999,0.5653
Pub47014,Review,2,2007,0.3223
Pub72727,Article,5,2011,0.9375
Pub95511,Article,10,2008,1.0928
Pub87742,Article,4,2006,0.9991
Pub19827,Review,2,1999,0.2687
Pub60770,Article,2,2009,0.9313
Pub11904,Article,125,2017,139.95
Pub98992,Article,8,2003,0.5275
Pub66770,Article,14,2011,1.9216
Pub44173,Article,6,2007,1.0968
Pub04129,Letter,4,2000,1.5614
Pub74483,Article,10,2009,0.844
Pub49769,Article,9,2012,1.3706
Pub25521,Article,6,2002,0.6288
Pub39015,Article,5,2007,0.7401
Pub67622,Article,4,2005,1.3911
Pub67087,Article,3,2003,0.8265
Pub14585,Article,7,2013,1.6226
Pub98612,Article,9,2014,3.217
Pub01698,Article,5,2015,3.5522
Pub96259,Article,7,2008,0.7578
Pub85536,Article,9,2016,8.6573
Pub49052,Article,12,2012,1.5498
Pub98532,Article,5,1998,0.5031
Pub82428,Article,6,2011,1.1466
Pub20037,Article,4,2015,3.9934
Pub04388,Article,7,2004,0.545
Pub52963,Article,4,2005,0.7382
Pub33801,Article,9,2012,1.6127
Pub72376,Article,22,2016,4.8855
Pub79338,Article,10,2013,2.8936
Pub72447,Article,6,2004,1.0761
Pub67208,Article,13,2012,1.9474
Pub68699,Article,39,2016,15.4986
Pub11730,Article,2,2014,2.3016
Pub22180,Article,4,2000,0.7991
Pub05727,Article,4,1996,0.7275
Pub61916,Article,11,2000,0.529
Pub01623,Article,3,1997,0.6616
Pub65043,Article,7,2001,0.5249
Pub04509,Article,10,2006,0.7441
Pub29806,Article,2,2011,1.0568
Pub85716,Article,3,2005,1.2594
Pub67986,Article,3,2003,0.5261
Pub65628,Article,6,2006,0.6112
Pub64480,Article,10,2014,2.6953
Pub13388,Article,6,2003,0.5102
Pub63415,Article,2,2003,0.542
Pub32820,Article,5,1997,0.4761
Pub07541,Article,8,2008,0.7904
Pub81901,Article,5,2001,0.6088
Pub77907,Article,8,2003,0.7302
Pub99476,Article,4,2002,0.5413
Pub13037,Article,7,2010,2.7209
Pub64529,Article,5,2001,0.5549
Pub15957,Article,11,2015,5.5499
Pub53839,Article,8,2007,0.7444
Pub34034,Article,4,2010,0.8838
Pub48643,Article,11,2011,1.5377
Pub28955,Article,5,2007,0.8871
Pub43414,Article,2,1997,0.5973
Pub17467,Article,2,2003,0.7302
Pub44535,Article,8,2012,1.8822
Pub28091,Article,7,2006,0.7255
Pub01751,Article,8,2013,1.5512
Pub37159,Article,6,2007,0.6723
Pub79988,Article,4,2005,0.7464
Pub56032,Article,3,2003,1.0441
Pub08988,Article,5,2000,0.7078
Pub26030,Article,3,2004,0.7472
Pub06718,Article,12,2007,0.6429
Pub88717,Article,4,2000,0.7932
Pub75078,Article,6,2002,0.7036
Pub25251,Article,2,1999,0.6545
Pub55019,Article,2,2004,0.8069
Pub05803,Article,9,2011,1.031
Pub54608,Article,4,2015,3.3931
Pub15776,Review,8,2012,0.8521
Pub88024,Article,6,2009,1.0036
Pub05418,Article,6,2004,0.5041
Pub66015,Article,3,1999,0.5182
Pub81387,Article,11,2010,0.8526
Pub44400,Article,2,1996,0.596
Pub07516,Article,8,2013,1.7128
Pub77538,Article,4,2009,1.0302
Pub00678,Article,9,2005,0.5511
Pub96787,Article,4,2005,0.6429
Pub59227,Article,5,1995,0.5181
Pub98591,Article,7,1995,2.1455
Pub59413,Article,4,2010,0.869
Pub60585,Article,4,2010,0.982
Pub65970,Article,4,2005,0.6425
Pub06898,Article,3,1996,0.4436
Pub28788,Article,7,1999,0.5324
Pub77871,Review,8,2013,0.9811
Pub65529,Article,6,2006,0.7952
Pub44347,Article,6,2014,1.9633
Pub94195,Article,3,2011,1.3278
Pub10716,Article,2,1999,0.933
Pub33370,Article,7,2005,1.1655
Pub31233,Article,4,2001,0.4949
Pub80363,Review,9,2009,0.4744
Pub12008,Article,6,2005,0.6184
Pub59478,Article,2,2010,1.3066
Pub11584,Article,2,2007,0.8458
Pub61517,Article,8,2006,0.5117
Pub51732,Article,4,2014,2.1629
Pub14556,Article,11,2007,0.6157
Pub81885,Article,3,1997,0.4761
Pub15812,Article,4,2005,0.5374
Pub96706,Article,5,2006,0.7255
Pub64525,Article,10,2011,1.18
Pub99420,Article,6,2014,2.6623
Pub13981,Article,6,2001,0.5549
Pub38879,Article,4,2009,0.7288
Pub62624,Article,4,2010,1.0428
Pub59236,Article,6,2012,1.5214
Pub08798,Article,4,2001,0.5099
Pub35128,Article,9,2015,3.7776
Pub73338,Article,7,2007,0.6259
Pub91721,Article,9,2005,0.5894
Pub57884,Article,5,2006,0.6883
Pub50454,Article,6,1999,0.421
Pub12357,Article,5,2000,0.4685
Pub05902,Article,5,2008,0.9172
Pub61295,Article,5,2004,0.6237
Pub13207,Article,7,2000,0.6487
Pub87849,Article,6,2011,1.1652
Pub72099,Article,6,2007,1.8769
Pub35629,Article,12,2009,0.9558
Pub13631,Article,1,2009,1.151
Pub32426,Article,8,2015,2.7325
Pub37031,Review,2,2007,0.2297
Pub61090,Article,3,1998,1.1464
Pub93195,Article,11,2017,62.1509
Pub82921,Article,4,2011,1.4
Pub23238,Article,7,2007,0.6638
Pub15173,Review,2,2010,0.4353
Pub02559,Article,3,2001,0.4499
Pub37927,Article,3,2004,0.6108
Pub50372,Article,3,1997,0.4108
Pub43793,Article,7,1996,0.4701
Pub59995,Article,6,2012,1.1017
Pub07864,Article,5,1997,0.4454
Pub20701,Article,7,1999,0.5484
Pub77832,Article,5,1998,0.5821
Pub88571,Article,9,2011,0.9584
Pub52065,Article,6,2007,0.5744
Pub03067,Article,7,2007,0.6056
Pub12647,Review,3,2007,0.3621
Pub54385,Article,4,2007,1.1978
Pub62272,Article,8,2005,0.5374
Pub72846,Article,7,2007,0.6735
Pub89207,Article,13,2016,3.8619
Pub37572,Article,6,2011,1.5072
Pub50409,Article,16,2013,1.2074
Pub67453,Article,6,2010,0.9083
Pub43525,Article,8,2015,3.6256
Pub92153,Article,14,2001,0.6074
Pub53582,Article,4,2007,0.7734
Pub44318,Article,5,2011,1.2829
Pub77419,Article,3,2008,0.6315
Pub02740,Review,6,2012,0.8458
Pub49624,Article,8,2012,1.6511
Pub36442,Article,5,2006,0.5738
Pub87472,Article,11,2011,1.575
Pub11213,Article,3,1998,0.7005
Pub38454,Article,8,2007,0.6723
Pub47806,Letter,5,2010,2.0707
Pub77824,Article,3,2013,2.3658
Pub39944,Article,3,2005,0.6869
Pub80646,Article,2,2013,1.2636
Pub69402,Article,11,2011,1.4562
Pub63880,Article,4,2011,1.2366
Pub46263,Article,13,2006,0.6139
Pub65074,Article,2,2003,0.6178
Pub42018,Article,8,2000,0.621
Pub59632,Article,8,2015,3.2351
Pub10618,Article,6,2007,0.8449
Pub25327,Article,6,1996,0.5298
Pub72550,Article,9,1996,0.4947
Pub52385,Article,6,2010,1.018
Pub03482,Article,3,1997,0.3971
Pub69150,Article,5,2000,0.9377
Pub17122,Review,6,2010,0.7356
Pub17703,Article,4,1996,0.5794
Pub55248,Article,4,2012,1.4695
Pub35272,Article,9,2005,0.5374
Pub63692,Article,7,2006,0.5886
Pub94934,Article,12,2014,2.2457
Pub64486,Article,2,1996,0.8574
Pub31641,Article,5,2011,1.0997
Pub17411,Article,5,2011,1.0839
Pub03431,Article,5,2014,3.2372
Pub48579,Article,7,2009,0.9352
Pub31553,Article,8,2008,0.6525
Pub28081,Article,10,2012,1.491
Pub02347,Article,7,2013,2.1672
Pub18451,Article,2,2000,0.5484
Pub86324,Article,6,2010,1.2426
Pub44204,Article,1,2004,0.4448
Pub68634,Article,20,2005,0.632
Pub96155,Article,12,1999,0.8012
Pub63971,Article,3,2008,1.4405
Pub01343,Article,7,2012,1.604
Pub89091,Article,11,2012,1.5518
Pub61971,Article,5,2000,0.4534
Pub85083,Article,2,1999,1.2228
Pub28460,Article,9,2013,1.3991
Pub78759,Article,13,2015,3.1669
Pub36099,Article,8,2005,0.4813
Pub95837,Article,5,2010,1.0677
Pub98015,Review,5,2010,0.5112
Pub56544,Article,8,2012,1.3084
Pub55898,Article,3,1997,0.4213
Pub11227,Article,2,2007,0.5528
Pub88537,Article,7,2002,0.3946
Pub29041,Article,5,2001,0.5249
Pub06152,Article,3,2005,0.5353
Pub03569,Article,5,2002,0.6031
Pub97313,Article,5,2010,0.9683
Pub63498,Article,13,2011,1.0839
Pub55582,Article,8,2005,0.6761
Pub61762,Article,2,2008,0.9967
Pub89365,Article,10,2013,1.5002
Pub76279,Article,4,2001,0.4499
Pub70193,Article,10,2015,4.5226
Pub81111,Article,7,2014,2.0277
Pub57133,Article,19,2012,1.3084
Pub02332,Article,3,2005,0.5547
Pub52759,Article,3,1998,0.8096
Pub63346,Review,2,1996,0.2578
Pub94454,Article,5,2014,1.8786
Pub14695,Article,2,2012,1.2873
Pub75782,Article,11,2007,0.6143
Pub45034,Article,10,2001,0.6939
Pub57697,Article,14,2014,1.9616
Pub20611,Article,4,2014,2.1057
Pub16445,Article,1,2013,1.2814
Pub32367,Note,1,1995,1.0175
Pub20831,Review,4,2000,0.1579
Pub90035,Article,3,2010,0.7397
Pub09559,Article,11,2011,0.875
Pub68717,Article,15,2010,0.7431
Pub25824,Article,10,2002,0.4141
Pub26037,Article,6,2003,0.4464
Pub42267,Article,8,2015,7.2892
Pub15883,Article,3,2010,0.6121
Pub22616,Article,6,2012,1.2475
Pub60432,Article,2,2001,0.4199
Pub99509,Article,5,2007,0.5762
Pub77923,Review,6,2013,0.7881
Pub69969,Review,2,2013,0.5408
Pub48176,Article,5,2007,0.4534
Pub82650,Article,4,2006,0.6181
Pub93312,Review,4,2001,0.3838
Pub11148,Article,29,2010,0.869
Pub35023,Article,5,2015,3.9169
Pub14394,Article,8,2013,1.5377
Pub03505,Article,5,2005,0.5145
Pub30373,Review,2,2011,0.7681
Pub04026,Article,7,2012,0.8843
Pub90435,Article,9,2015,6.8829
Pub44182,Article,22,2014,2.5473
Pub04611,Article,3,1996,0.6517
Pub46156,Article,8,2014,2.492
Pub14900,Article,2,1997,0.4301
Pub27165,Article,33,2011,1.0297
Pub16867,Review,2,1998,0.446
Pub64705,Article,11,1997,0.4687
Pub11783,Article,5,2010,0.8526
Pub46447,Article,6,1998,0.4559
Pub68172,Article,5,1998,0.4874
Pub64993,Article,4,2010,1.2166
Pub39915,Article,2,2005,0.6703
Pub79024,Article,7,2006,0.5209
Pub33580,Article,7,2000,0.4534
Pub32650,Article,9,2009,0.8192
Pub59769,Article,9,2010,0.9683
Pub41122,Article,3,2009,1.3695
Pub49663,Article,9,2012,1.1801
Pub31109,Article,5,2007,0.6978
Pub42960,Article,8,1999,0.6616
Pub92378,Article,5,2004,0.6085
Pub30235,Article,10,2010,1.0493
Pub67307,Article,7,1997,0.5049
Pub06740,Article,5,2001,0.4799
Pub18691,Review,2,2009,0.3813
Pub46166,Note,3,1995,0.6403
Pub05072,Article,7,2011,1.015
Pub36200,Article,9,2005,0.8369
Pub48474,Article,5,2006,0.5384
Pub44960,Article,9,2016,9.5458
Pub69114,Article,18,2008,0.954
Pub08605,Article,6,2008,0.736
Pub91516,Article,4,2001,0.7974
Pub16384,Article,1,2006,0.7148
Pub65585,Article,9,2012,1.5529
Pub74401,Article,7,2012,0.8401
Pub97985,Article,2,2001,0.5435
Pub47700,Article,2,2007,0.7399
Pub64938,Editorial Material,5,2005,1.5813
Pub47863,Article,7,2008,0.8194
Pub85502,Article,7,2001,0.4499
Pub67208,Article,4,2006,0.5395
Pub76157,Article,8,2008,0.9262
Pub61653,Article,5,2009,0.6209
Pub61295,Article,5,2014,5.4973
Pub24104,Article,7,2003,1.1345
Pub36118,Article,3,2010,0.9129
Pub37933,Article,2,2012,1.2919
Pub66395,Article,5,2012,1.7355
Pub80582,Review,2,2012,0.8197
Pub29604,Article,2,2006,0.6291
Pub91907,Article,4,1999,0.4637
Pub03523,Article,31,2004,0.4419
Pub27396,Article,4,2003,0.8564
Pub00074,Article,1,2007,0.8038
Pub12329,Article,7,2005,0.4671
Pub01992,Article,5,2009,1.0414
Pub63229,Article,3,2007,0.8562
Pub00923,Article,5,2005,0.5894
Pub83365,Article,5,2007,0.6694
Pub50510,Article,8,2011,0.7429
Pub71978,Article,4,2014,2.3613
Pub55948,Article,17,2012,1.5962
Pub54177,Article,9,2005,0.8059
Pub06212,Article,10,2004,0.4644
Pub03664,Article,12,2014,2.4716
Pub56438,Article,16,2015,3.0886
Pub98172,Article,6,2005,0.5547
Pub10430,Article,3,2005,0.4671
Pub18221,Article,6,1999,0.4083
Pub21464,Article,5,1996,0.4304
Pub98887,Article,3,2008,0.6104
Pub68549,Article,7,2004,0.4003
Pub88106,Article,2,1993,0.3873
Pub73098,Article,10,2014,2.0667
Pub60451,Article,9,2006,0.6325
Pub23828,Article,6,2012,0.7959
Pub83655,Article,7,2016,6.044
Pub23263,Article,6,2006,1.4466
Pub27216,Review,11,2008,0.3606
Pub80461,Article,12,2004,0.5176
Pub79988,Article,2,2009,0.7527
Pub66689,Article,4,1998,0.6478
Pub75306,Article,7,2013,1.1297
Pub75495,Article,10,2008,0.6914
Pub00968,Review,4,2016,13.2991
Pub34505,Article,3,2010,0.5668
Pub45078,Article,5,2003,0.3608
Pub72832,Article,8,2006,0.4122
Pub59802,Article,3,2009,0.6843
Pub92287,Article,5,1999,0.4098
Pub04144,Article,3,2008,0.6292
Pub69839,Article,8,2015,3.3885
Pub36842,Article,5,1998,0.4965
Pub41621,Article,6,2003,0.3986
Pub38844,Review,5,2006,0.3451
Pub32504,Article,3,1998,0.3281
Pub92541,Article,8,2014,3.0362
Pub06461,Article,6,1999,0.8841
Pub64481,Article,4,1996,0.4304
Pub18053,Article,4,2002,0.5771
Pub49534,Article,5,2005,3.4325
Pub70449,Editorial Material,3,2005,1.7773
Pub72388,Article,7,2000,0.3664
Pub37474,Article,11,2014,2.2617
Pub75348,Editorial Material,2,1996,13.623
Pub14066,Article,15,2013,1.0998
Pub20861,Article,4,2001,0.4593
Pub40140,Article,13,2014,3.4007
Pub34892,Article,4,1997,0.384
Pub25051,Article,7,2005,0.6344
Pub54267,Article,9,2015,3.0793
Pub16781,Article,5,2011,1.05
Pub28923,Article,4,2010,0.8193
Pub19889,Article,6,2006,0.6181
Pub12946,Article,8,2006,0.5384
Pub04336,Review,3,1999,0.3179
Pub49531,Article,7,2002,0.4689
Pub56716,Article,18,2012,1.3997
Pub49103,Article,10,2011,1.1652
Pub11877,Article,6,2010,0.7945
Pub79353,Article,6,2004,0.4324
Pub21717,Article,9,2002,0.4141
Pub72903,Article,5,2012,1.2161
Pub21601,Article,26,2016,6.211
Pub53073,Article,2,2003,0.4942
Pub98029,Article,7,2000,0.3778
Pub47767,Article,2,1998,0.4586
Pub93747,Article,8,2008,0.5894
Pub90416,Article,2,2006,0.5023
Pub76710,Article,5,2006,0.8665
Pub11266,Article,3,2004,0.643
Pub35156,Article,7,2002,0.4393
Pub56095,Article,5,1999,0.4083
Pub33204,Article,3,2012,0.7074
Pub05614,Review,3,2007,0.2579
Pub88533,Article,33,2006,0.9772
Pub07815,Article,17,2010,1.0581
Pub55876,Article,7,2012,1.7042
Pub23557,Article,16,2011,0.7045
Pub11109,Review,3,2013,0.42
Pub00958,Article,2,2014,5.9072
Pub07150,Letter,3,1997,0.8447
Pub82713,Article,5,2008,0.8387
Pub47895,Article,2,2010,0.7945
Pub53980,Article,25,2012,1.1017
Pub14190,Review,4,2008,0.3177
Pub30030,Article,2,1998,0.3931
Pub02035,Article,6,2009,0.6387
Pub20791,Article,6,2004,2.2291
Pub74927,Article,8,2013,1.4416
Pub55307,Article,13,2013,1.665
Pub31240,Article,4,2010,0.9177
Pub48364,Article,3,2004,0.4003
Pub59664,Article,6,2011,1.3366
Pub55212,Article,4,2008,0.7592
Pub55097,Article,5,2005,0.5215
Pub31045,Article,5,2009,0.5864
Pub19535,Article,13,2003,0.4145
Pub35571,Article,10,2014,1.3778
Pub64752,Article,3,2008,0.8986
Pub35734,Editorial Material,2,2004,1.9348
Pub80676,Article,4,2001,0.4049
Pub68904,Article,6,1994,1.2947
Pub61992,Article,7,2010,0.837
Pub12392,Article,14,2012,0.9737
Pub81111,Article,4,2005,1.146
Pub22215,Article,8,2015,2.347
Pub59516,Article,4,2012,1.0739
Pub98132,Article,4,2007,0.4568
Pub99072,Article,6,1996,0.4139
Pub17529,Article,30,2015,2.3596
Pub77395,Article,6,2010,0.8983
Pub16310,Article,8,1997,1.0152
Pub61741,Article,2,2003,0.926
Pub50015,Article,8,2016,3.4885
Pub83000,Article,5,2009,0.6615
Pub00966,Article,5,2012,1.4118
Pub81662,Article,5,2002,0.4131
Pub68553,Article,2,2008,0.6946
Pub47872,Article,8,2002,0.5061
Pub76206,Article,11,1998,0.6381
Pub07886,Article,6,2006,0.5395
Pub16758,Article,4,1994,0.4039
Pub93979,Article,8,2011,0.7419
Pub08162,Article,10,2015,4.9958
Pub37869,Article,9,2007,0.5762
Pub65190,Article,6,2006,0.5581
Pub00180,Article,3,2000,0.4232
Pub66395,Article,5,2008,0.6797
Pub43200,Article,12,2013,1.375
Pub84560,Article,5,2011,1.3278
Pub72961,Article,36,2010,0.7902
Pub70641,Article,6,2015,1.8068
Pub82400,Article,9,2010,0.7255
Pub67109,Article,3,2010,1.106
Pub39815,Article,2,1999,0.3769
Pub80793,Article,12,2014,1.8634
Pub94026,Article,5,2013,2.1038
Pub60517,Article,12,2012,0.8401
Pub33057,Article,5,2001,0.4121
Pub11803,Article,5,2000,0.3627
Pub82901,Article,6,2011,0.6459
Pub60486,Article,4,1999,0.3955
Pub90365,Article,4,2010,0.8195
Pub90336,Note,4,1994,0.6181
Pub68301,Article,2,2011,0.9396
Pub62768,Article,2,2000,0.7991
Pub98456,Article,3,2014,2.2534
Pub01944,Review,2,2001,0.1689
Pub84732,Article,9,2016,9.864
Pub91681,Article,3,1996,1.1589
Pub45689,Article,6,2009,0.5595
Pub95550,Article,5,2005,0.4161
Pub54941,Article,9,2008,0.6574
Pub97599,Article,13,2012,0.9737
Pub81657,Article,4,2015,4.0975
Pub16656,Article,28,2016,14.005
Pub01934,Article,14,2014,3.0993
Pub66889,Review,2,2015,1.9331
Pub05329,Review,3,2014,0.9444
Pub08963,Article,4,2006,1.0386
Pub66554,Article,1,2007,0.4606
Pub31925,Article,6,2001,1.3252
Pub78061,Article,16,2016,3.5827
Pub21711,Review,2,2003,0.2209
Pub80472,Article,2,2004,0.3682
Pub31620,Article,2,2006,0.5137
Pub24164,Review,11,2015,1.6107
Pub69918,Article,3,2008,0.6559
Pub81804,Article,5,2011,1.0241
Pub86123,Article,6,2013,1.0323
Pub66772,Article,2,2000,0.3036
Pub27369,Article,5,2001,0.3222
Pub91484,Article,4,2013,1.189
Pub94447,Article,6,2000,0.7032
Pub59637,Article,2,1999,1.182
Pub44304,Article,12,2014,1.8402
Pub22330,Article,2,2007,0.4534
Pub08608,Article,9,2016,4.98
Pub10761,Article,3,1997,1.0479
Pub53264,Article,6,1997,0.384
Pub07539,Article,9,2010,0.6952
Pub79320,Article,9,2011,0.7524
Pub80681,Review,3,2004,0.1922
Pub11055,Article,7,2015,3.801
Pub68967,Article,9,2011,0.8942
Pub03223,Review,3,2011,0.7305
Pub87488,Article,2,1997,0.3632
Pub96042,Review,1,2007,0.2573
Pub43470,Article,7,2006,0.9178
Pub13307,Article,33,2016,6.3517
Pub42925,Article,4,2003,0.4955
Pub31379,Article,13,2015,8.9305
Pub22235,Article,11,2015,6.3714
Pub40280,Article,3,2007,0.6463
Pub76531,Article,3,2001,0.4808
Pub22734,Article,5,2007,0.8676
Pub11577,Review,4,2015,1.9859
Pub75476,Article,13,2015,4.1311
Pub34016,Article,3,2011,0.6677
Pub51911,Article,9,2009,0.7299
Pub58942,Article,9,2014,1.4242
Pub80778,Article,3,2001,0.7804
Pub68153,Article,10,2004,1.047
Pub45539,Article,3,1998,0.2836
Pub93164,Article,14,2014,1.8019
Pub49378,Article,4,2012,1.1563
Pub48550,Article,5,1997,0.434
Pub85780,Article,5,2006,0.6672
Pub88557,Article,8,2014,1.2075
Pub02670,Article,13,2016,3.1639
Pub38997,Article,3,1999,0.632
Pub55888,Article,6,2002,0.8056
Pub58456,Article,2,2009,0.4484
Pub95856,Review,4,2005,0.1968
Pub75827,Article,16,2015,2.3153
Pub09812,Article,8,2012,1.2944
Pub42306,Review,5,2014,0.8294
Pub12704,Article,6,2008,0.5938
Pub68643,Article,5,2014,2.627
Pub07751,Article,7,2011,1.0026
Pub54616,Article,3,2008,0.6386
Pub62372,Article,5,2004,0.71
Pub56723,Article,76,2016,9.4453
Pub76250,Article,2,2012,0.9112
Pub43584,Article,31,2016,13.2992
Pub52861,Article,10,2010,0.775
Pub93506,Article,1,1996,0.3973
Pub70597,Article,3,2007,1.0561
Pub91679,Article,10,2013,2.1434
Pub59827,Article,3,2010,0.8309
Pub30094,Article,3,2000,0.4015
Pub60244,Review,6,2004,0.2231
Pub54985,Article,11,2014,1.7654
Pub52913,Review,2,2010,0.3173
Pub19255,Article,5,2008,0.516
Pub16027,Article,2,1999,0.3454
Pub94915,Article,7,2005,0.368
Pub28051,Article,4,2008,0.5683
Pub46271,Article,2,2013,1.3503
Pub78256,Article,5,2006,0.465
Pub70537,Article,7,2015,3.4949
Pub58729,Article,7,2010,1.0121
Pub64814,Article,102,2016,4.4023
Pub04417,Article,5,2004,0.3977
Pub40131,Article,10,2014,1.3648
Pub82303,Article,5,2007,0.8428
Pub90661,Article,9,2015,2.9977
Pub23527,Article,6,2011,0.8942
Pub83623,Article,9,2009,0.925
Pub30244,Article,12,2014,1.7556
Pub34183,Article,5,2000,0.3841
Pub00439,Article,2,2010,0.7419
Pub16110,Article,6,2003,0.4194
Pub08638,Article,8,2010,0.6383
